Matrix_id,0
ALX3,0.00014402235911476158
ARGFX,0.0002181724845995893
ARNT2,0.0006858886607346566
ARNT::HIF1A,0.00043349304129591603
ASCL1,0.0048725188227241615
ATF2,0.00048482774355464294
ATF3,0.0004620123203285421
ATF4,0.00023956194387405886
ATF6,0.0005889231120237281
ATF7,0.0004277891854893908
ATOH7,0.0005019393109742186
Ahr::Arnt,0.000791409993155373
Alx1,0.00022815423226100844
Alx4,0.0003179899612137805
Ar,0.0006374058863791923
Arid3a,0.00024098790782569018
Arid3b,0.00019820898927675108
Arid5a,0.00010837326032397901
Arnt,0.0005874971480720968
Arntl,0.0008142254163814739
Arx,0.0002951745379876797
Ascl2,0.0018480492813141684
Atf1,0.00035221309605293176
Atf3,0.0004962354551676934
Atoh1,0.0007500570385580652
BACH1,0.0003051562856490988
BACH2,0.0009168948208989276
BARHL1,0.00021532055669632672
BARHL2,0.0001597079625827059
BARX1,0.0001511521788729181
BARX2,0.00011978097193702943
BATF,0.0005889231120237281
BATF3,0.00043919689710244126
BATF::JUN,0.0004178074378279717
BCL11A,0.0011464750171115675
BCL6,0.0005418663016198951
BCL6B,0.0005718115446041524
BHLHA15,0.00029089664613278575
BHLHE22,0.0021774469541409993
BHLHE23,0.0001511521788729181
BHLHE40,0.0007429272187999087
BHLHE41,0.0010466575404973761
BNC2,0.0007201117955738078
BSX,0.0001511521788729181
Bach1::Mafk,0.0009767853068674425
Bcl11B,0.0004121035820214465
Bhlha15,0.001380333105179101
CDX1,0.00024098790782569018
CDX2,0.00027948893451973535
CDX4,0.00028234086242299794
CEBPA,0.00021532055669632672
CEBPB,0.00024526579968058406
CEBPD,0.00033367556468172485
CEBPE,0.00024526579968058406
CEBPG,0.0004449007529089665
CLOCK,0.0005932010038786219
CREB1,0.0005817932922655715
CREB3,0.0004791238877481177
CREB3L1,0.0007129819758156514
CREB3L4,0.001648414328085786
CREM,0.0008299110198494182
CTCF,0.010379591603924253
CTCFL,0.003750285192790326
CUX1,0.00012405886379192335
CUX2,0.0001511521788729181
Creb3l2,0.0007586128222678531
Creb5,0.0003023043577458362
Crx,0.00010837326032397901
DBP,0.00021674652064795802
DLX1,0.00014402235911476158
DLX6,0.00014402235911476158
DMRT3,0.00018680127766370066
DMRTA1,0.00015828199863107461
DMRTA2,0.00017254163814738762
DMRTC2,0.00017539356605065023
DPRX,0.0002181724845995893
DRGX,0.00014402235911476158
DUX4,0.00023100616016427105
DUXA,0.0003122861054072553
Ddit3::Cebpa,0.0004363449691991786
Dlx2,0.00024526579968058406
Dlx3,0.00014402235911476158
Dlx4,0.00014402235911476158
Dlx5,0.00024526579968058406
Dmbx1,0.0002010609171800137
Dmrt1,0.00023956194387405886
Dux,0.00034365731234314395
E2F1,0.0018195300022815423
E2F2,0.0014145562400182524
E2F3,0.00043777093315080996
E2F4,0.001605635409536847
E2F6,0.0038857517681953
E2F7,0.0006702030572667123
E2F8,0.00314139858544376
EBF1,0.003244067989961214
EBF3,0.003135694729637235
EGR1,0.006317020305726671
EGR2,0.0031627880447182297
EGR3,0.005233287702486881
EGR4,0.006128793064111339
EHF,0.0017681953000228154
ELF1,0.0017125827059091946
ELF2,0.0014430755190508785
ELF3,0.0018109742185717546
ELF4,0.0016227469769564224
ELK1,0.0015443189596167008
ELK1::HOXA1,0.0013076089436459047
ELK1::HOXB13,0.0009867670545288616
ELK1::SREBF2,0.0013289984029203742
ELK3,0.001963552361396304
ELK4,0.0018195300022815423
EMX1,0.00014402235911476158
EMX2,0.00014402235911476158
EN1,0.00014402235911476158
EN2,0.00023813597992242757
EOMES,0.00043206707734428474
EPAS1,0.0010537873602555327
ERF,0.001266255989048597
ERF::FIGLA,0.0019008099475245266
ERF::FOXI1,0.00124771845767739
ERF::FOXO1,0.0008484485512206252
ERF::HOXB13,0.0005304585900068446
ERF::NHLH1,0.0016370066164727356
ERF::SREBF2,0.0005290326260552133
ESR1,0.0011364932694501483
ESR2,0.0014915582934063427
ESRRA,0.000546144193474789
ESRRB,0.0004634382842801734
ESX1,0.00018537531371206936
ETS1,0.0013461099703399497
ETS2,0.0015200775724389687
ETV1,0.0014188341318731462
ETV2,0.001361795573807894
ETV2::DRGX,0.0005119210586356377
ETV2::FIGLA,0.0022872461784166098
ETV2::FOXI1,0.00118212411590235
