recipe,cell,selection,target_mean,target_std,target_count,composite_mean,composite_std,composite_count,shannon_mean,shannon_std,shannon_count,motif_corr_mean,motif_corr_std,motif_corr_count
kanneal_late_80,JURKAT,top128_unique_archive_by_composite,8.432490030924479,0.0939074308917193,3,6.5729548533757525,0.0585597995373892,3,1.053959876099125,0.1466152470208065,3,0.9007760612849912,0.0328334455532896,3
kanneal_late_80,K562,top128_by_target,6.998841126759847,0.0310302055897092,3,4.719310919443767,0.06720006013833,3,1.2837168731070063,0.1398427978296191,3,0.8264720857484971,0.0623034086638353,3
kanneal_late_80,K562,top128_greedy_hamming_archive,7.122427304585774,0.0221231866690391,3,4.77018411954244,0.0511178861995989,3,1.2074541746880345,0.1044982827649399,3,0.8184688984974873,0.080074018365237,3
kanneal_late_80,K562,top128_map_dpp_archive,6.564117749532064,0.1061528261351997,3,4.920949379603068,0.1680603623681959,3,1.560068568351813,0.1031162837413512,3,0.866386976239864,0.0508557071243969,3
kanneal_late_80,K562,top128_unique_archive_by_composite,6.702829202016194,0.1116832968645393,3,5.109711249669393,0.2010498404580422,3,1.197527150391049,0.0637179409547256,3,0.8427655639074287,0.0548982692576969,3
kanneal_late_80,THP1,top128_by_target,4.538229147593181,0.030329523329252,3,2.525134007136027,0.0588213562007285,3,1.3746181743777786,0.0533229387290962,3,0.7941544523090928,0.0598749460335874,3
kanneal_late_80,THP1,top128_greedy_hamming_archive,4.654706001281738,0.0128467374545589,3,2.46746826171875,0.1092675488432304,3,1.296887230726382,0.1505814943565057,3,0.7602177916774261,0.0941402835253238,3
kanneal_late_80,THP1,top128_map_dpp_archive,3.9374879201253257,0.0152385624742291,3,2.9758816361427307,0.0342580524173537,3,1.5378401433911515,0.1014676433982292,3,0.8113075152134647,0.0793445704149166,3
kanneal_late_80,THP1,top128_unique_archive_by_composite,4.119640668233235,0.0411983810221604,3,3.162266731262207,0.0353188154197713,3,1.2702368873701324,0.0434591728815282,3,0.7870158857313446,0.0740774097366968,3
kanneal_linear,JURKAT,top128_by_target,8.177565574645996,0.1486922581796323,3,6.122442324956258,0.1240738563273429,3,1.0813772658439982,0.1903204498599209,3,0.9057069538876018,0.0144770625950464,3
kanneal_linear,JURKAT,top128_greedy_hamming_archive,8.398629824320475,0.1060992028519742,3,6.284648418426514,0.1222139596615251,3,1.225888505274369,0.2207345622379681,3,0.9093413309777866,0.0130000846085229,3
kanneal_linear,JURKAT,top128_map_dpp_archive,8.045891761779785,0.1205749174434257,3,6.2140272458394366,0.0699362753141674,3,1.4882251548379577,0.1459528735233294,3,0.928358835525288,0.0083519459997598,3
kanneal_linear,JURKAT,top128_unique_archive_by_composite,8.237070719401041,0.138759705380718,3,6.430033683776856,0.0809793174669504,3,1.1350759604817429,0.1787188679744074,3,0.9073568680118403,0.0108608153553952,3
kanneal_linear,K562,top128_by_target,6.869679768880208,0.066619300454383,3,4.5859925746917725,0.0557034100139878,3,1.1323350047192848,0.1096456523591198,3,0.8765255668967559,0.0352057500458788,3
kanneal_linear,K562,top128_greedy_hamming_archive,7.124952475229899,0.0550483752750851,3,4.756451606750488,0.0347845955202075,3,1.007546505066914,0.1102486515236611,3,0.8631172519851716,0.0426283081786948,3
kanneal_linear,K562,top128_map_dpp_archive,6.392072518666585,0.0843050735056495,3,4.901008129119873,0.0773500263780142,3,1.587442945198182,0.0915510039532106,3,0.881428097941583,0.0459762393881621,3
kanneal_linear,K562,top128_unique_archive_by_composite,6.5414862632751465,0.1567242668001608,3,5.101509690284729,0.0696395249168703,3,1.291582006586341,0.1674126385050388,3,0.8698213531509359,0.0509801064376134,3
kanneal_linear,THP1,top128_by_target,4.476553122202556,0.069316198893257,3,2.4276768366495767,0.0346629757441985,3,1.2516373111754735,0.1721122833756974,3,0.7904863623325101,0.0746884503910608,3
kanneal_linear,THP1,top128_greedy_hamming_archive,4.620280424753825,0.0429264182328809,3,2.4530625343322754,0.051804495984441,3,1.2998582543054995,0.1237689792651816,3,0.7954468348985296,0.0548702496394158,3
kanneal_linear,THP1,top128_map_dpp_archive,3.862242778142293,0.0501191346349964,3,2.899271607398987,0.0093627925728771,3,1.588676254382342,0.1298877420351953,3,0.8321846432638219,0.0838339986453872,3
kanneal_linear,THP1,top128_unique_archive_by_composite,4.09262212117513,0.0192421780501392,3,3.095472534497579,0.01244021182867,3,1.144589297976506,0.1719767122451135,3,0.7677666307042533,0.0691110342992891,3
kanneal_step,JURKAT,top128_by_target,7.890486717224121,0.1664585017626001,3,5.780059456825256,0.075212379215278,3,1.011703532357281,0.0730697331110823,3,0.920158341653202,0.0163022820747785,3
kanneal_step,JURKAT,top128_greedy_hamming_archive,8.257028579711914,0.0786439449773292,3,6.096933921178182,0.1014055922586091,3,1.181133073850995,0.0433719040152528,3,0.9175859418058836,0.0139422581703111,3
kanneal_step,JURKAT,top128_map_dpp_archive,7.864232858022054,0.0556045720058063,3,6.037911176681519,0.0206043336057441,3,1.5048194018097365,0.0367595313244486,3,0.933072617569534,0.0059811928574006,3
kanneal_step,JURKAT,top128_unique_archive_by_composite,8.066629727681478,0.1325810472312256,3,6.262877583503723,0.0488172380059301,3,1.1671018147459031,0.0485658478301633,3,0.907260983217252,0.0175012295148414,3
kanneal_step,K562,top128_by_target,6.784714221954346,0.0845844519117708,3,4.480406681696574,0.1079340854939111,3,1.2969371284974824,0.1601715607559215,3,0.8677581849205401,0.0380224473438433,3
kanneal_step,K562,top128_greedy_hamming_archive,7.013370831807454,0.0069580542368693,3,4.662101109822591,0.0576864540322495,3,1.235840185831824,0.0887835012249102,3,0.8270837388268277,0.1034707478717031,3
kanneal_step,K562,top128_map_dpp_archive,6.358456929524739,0.0931212916476103,3,4.7872374057769775,0.118989519583427,3,1.6084216706653347,0.0778892717663934,3,0.8544063277406887,0.0557769784650027,3
kanneal_step,K562,top128_unique_archive_by_composite,6.529791673024495,0.0509898211030873,3,5.067849238713582,0.0937056835712859,3,0.992396142740886,0.172292831029326,3,0.8007617058300146,0.100514017468957,3
kanneal_step,THP1,top128_by_target,4.416374842325847,0.0528534184088215,3,2.2348926862080893,0.1170992095061048,3,1.2786689796466857,0.0355738909574515,3,0.7342390098347966,0.0719708555321048,3
